dataset,model,seed,train_mse,test_mse,train_r2,test_r2,train_mae,test_mae,fit_time_s,predict_time_s
regime,Ridge,42,2.7565794155658407,2.9011664826058494,0.28719153331801506,0.25081416310727045,1.436942450136346,1.483260201808214,0.0032604000298306346,0.00033199996687471867
regime,CART,42,0.9402862662651518,0.9396319251724713,0.7568566289387999,0.7573531424507692,0.7644292928191883,0.7779393786740227,0.014574300032109022,0.0004197999951429665
regime,RandomForest,42,0.8083394763920155,0.7978386607543265,0.790976011983592,0.7939692781002627,0.6988968658776555,0.7071162635876633,1.270485799992457,0.01600109995342791
regime,GradientBoosting,42,0.20496129092897103,0.25278727816986474,0.947000205148724,0.9347212062158464,0.3611290413997038,0.3952809260242379,1.6421241000061855,0.0015349999885074794
regime,RHM (original),42,2.697497722940855,3.0028727598120404,0.3024691380520502,0.22454993357655995,1.4155364499211323,1.4989771873824904,0.8172628000029363,1.5442848000093363
regime,"ACGMT (top1, no-std)",42,2.697497722940855,3.0028727598120404,0.3024691380520502,0.22454993357655995,1.4155364499211323,1.4989771873824904,0.28426279994891956,0.0011546000023372471
regime,"ACGMT (top3, std)",42,0.30449575134463613,0.2883698182071586,0.921262145250912,0.9255325108422998,0.4259737285355866,0.4092976960749704,1.4448977999854833,0.002360299986321479
regime,ACGMT (full),42,0.32937922613034226,0.2994686963911537,0.9148276665605608,0.9226663801356683,0.4267288221229943,0.4054698092502693,2.185747000039555,0.0018029000493697822
regime,Ridge,123,2.7017530883619885,2.6985960402499076,0.2647244796831525,0.266938934315591,1.4269691210064948,1.4237202188418405,0.0019207000150345266,0.00033769995206966996
regime,CART,123,0.9114063681844193,0.9747685616146243,0.7519629774928194,0.7352086529754556,0.7498608783970904,0.7794452512350754,0.01958840002771467,0.00039250002009794116
regime,RandomForest,123,0.7590512433234464,0.8095588870351541,0.7934260535183962,0.7800870928390912,0.674950708640406,0.7019404884311401,1.54023490002146,0.024153399979695678
regime,GradientBoosting,123,0.2032022072106798,0.2846699304769651,0.9446990143992218,0.9226707371198746,0.3563584978671335,0.41949069376634307,3.318516900006216,0.004845700052101165
