path,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,intercept
feature_1 <= 0.02 -> feature_1 <= -0.83,3.0032873430748186,-3.0040863470341814,1.2634956402015232,0.8876785989112153,1.103490394416741,1.0514314863085275,1.213201348220043,1.0635789843817347,0.9168104618352717,0.9822478590442986,-1.5131054995093614
feature_1 <= 0.02 -> feature_1 > -0.83,4.688276449038738,-3.0495066361856575,1.005601415137293,0.9325422084561154,0.9836131677232123,1.1075388295385908,0.8287494620703082,0.9905153899498509,0.8766291390728277,0.983370443226124,0.3768100945985762
feature_1 > 0.02 -> feature_1 <= 1.32,5.442212354378632,-3.0421967779971086,1.0990250065185867,1.0936584833420224,0.891960506415858,1.1524749158244842,1.0349357984218055,0.9387223873087016,0.9768217867236219,0.9307064403275346,0.2406606002446332
feature_1 > 0.02 -> feature_1 > 1.32,7.406834134049293,-2.9081833381642785,0.7680382397715101,1.171612640642468,0.6771800470843311,1.069165582500872,0.9675946612573143,0.9124426138089767,1.061873485559101,1.113300370151807,-2.3633724961634925
